id,biz_type,booth,name,website
337,Geophysical Services & Equip,805,MPX Geophysics Ltd.,http://www.mpxgeophysics.com
338,Geophysical Services & Equip,1108,New Resolution Geophysics,http://www.airbornegeophysics.com
339,Geophysical Services & Equip,212,New-Sense Geophysics Limited,http://www.new-sense.com
340,Geophysical Services & Equip,1037,Nuvia Dynamics,http://www.nuvia-dynamics.com
341,Geophysical Services & Equip,211,Phoenix Geophysics Limited,http://www.phoenix-geophysics.com
342,Geophysical Services & Equip,118,Pioneer Aerial Surveys Inc.,http://www.pioneeraerialsurveys.com
343,Geophysical Services & Equip,1323,Quantec Geoscience,http://www.quantecgeoscience.com
344,Geophysical Services & Equip,808,Radiation Solutions Inc.,http://www.radiationsolutions.ca
345,Geophysical Services & Equip,208,RMS Instruments,http://www.rmsinst.com
346,Geophysical Services & Equip,1210,"Robertson Geologging USA, Inc.",http://www.robertson-geo.com
347,Geophysical Services & Equip,131,Sander Geophysics,http://www.sgl.com
348,Geophysical Services & Equip,1001,Scintrex,http://www.scintrexltd.com
349,Geophysical Services & Equip,722,Scott Hogg & Associates Ltd.,http://www.shageophysics.com
350,Geophysical Services & Equip,1409,Semm Logging,http://www.semmlogging.com
351,Geophysical Services & Equip,616,Simcoe Geoscience Limited,http://www.simcoegeoscience.com
352,Geophysical Services & Equip,217,Sisprobe,http://www.sisprobe.com
353,Geophysical Services & Equip,911,SkyTEM Canada Inc.,http://www.skytem.com
354,Geophysical Services & Equip,627,SODERN,http://www.sodern.com
355,Geophysical Services & Equip,7518N,Southern Geoscience Consultants Pty Ltd,http://www.sgc.com.au
356,Geophysical Services & Equip,6235N,Stratus Aeronautics Inc.,http://www.stratusaeronautics.com
357,Geophysical Services & Equip,1237,SurveyTECH Instruments,http://www.surveytechinstruments.com
358,Geophysical Services & Equip,114,Terraquest Ltd.,http://www.terraquest.ca
359,Geophysical Services & Equip,307,Wireline Services Group,http://www.wirelineservices.com.au
360,Geophysical Services & Equip,450,Xcalibur Airborne Geophysics,http://www.groupxcalibur.com
361,Geophysical Services & Equip,1038,Zonge International Inc.,http://www.zonge.com
362,Government,7528N,Afghanistan Embassy Ottawa,http://www.afghanembassy.ca
363,Government,950,"Argentina, Federal and provincial governments",http://www.minem.gob.ar
364,Government,6219N,Barbados,http://www.investbarbados.org
365,Government,539,"Canada, Government of",http://www.canada.ca
366,Government,7105N,Canadian Northern Economic Development Agency CanNor,http://www.cannor.gc.ca
367,Government,1349,"Chile, Trade Commission of",http://www.prochile.gob.cl
368,Government,7001N,"Colombia, Government of – National Mining Agency",http://www.anm.gov.co
369,Government,7328N,Cornwall Development Company,http://cornwallti.com
370,Government,6529N,Czech Republic,http://www.mzv.cz/toronto
371,Government,6209N,Egyptian Ministry of Petroleum and Mineral Resources (MOP),http://www.emra.gov.eg
372,Government,7123N,European Union,http://www.europa.eu/european-union
373,Government,552,Export Development Canada,http://www.edc.ca
374,Government,"6114N, 6115N",German Pavilion - Federal Ministry for Economic Affairs and Energy (BMWi),https://www.bmwi.de
375,Government,417,"Greenland, Government of",http://www.govmin.gl
376,Government,7009N,Guyana ,http://www.ggmc.gov.gy
377,Government,1241,"India, Government of, Ministry of Mines",http://www.mines.nic.in
378,Government,7115N,Ireland Pavilion,http://www.gesocience.ie
379,Government,903,"Ireland, Department of Communications, Climate Action & Environment",http://www.dccae.gov.ie
380,Government,1047,"Japan Oil, Gas and Metals National Corporation",http://www.jogmec.go.jp
381,Government,731,Manitoba Pavilion,http://www.manitoba.ca/minerals
382,Government,1451,Minerals Commission Ghana,http://www.mincom.gov.gh
383,Government,1043,Minnesota Department of Natural Resources,http://www.mcc.mn.gov
384,Government,6829N,"Mongolia, Government of",http://www.mmhi.gov.mn
385,Government,126,Moroccan National Office of Hydrocarbons and Mines (ONHYM),http://www.onhym.com
386,Government,7017N,Nevada ,http://www.minerals.nv.gov
387,Government,136,New Brunswick Department of Natural Resources and Energy Development,http://www.gnb.ca/minerals
388,Government,149,Newfoundland and Labrador: Explore the opportunities,http://www.nr.gov.nl.ca/nr
389,Government,907,"Northern Ireland, Department for the Economy",http://www.bgs.ac.uk/gsni
390,Government,1107,"Northwest Territories, Government of",http://www.nwtmining.com
391,Government,145,Nova Scotia Department of Energy and Mines ,http://www.gov.ns.ca
392,Government,7524N,Nunatsiavut Government,http://www.nunatsiavut.com
393,Government,1016,"Nunavut, Government of",http://www.gov.nu.ca/edt
394,Government,637,"Ontario Ministry of Energy, Northern Development and Mines",http://www.mndm.gov.on.ca
395,Government,7411N,Opportunities New Brunswick,http://www.onbcanada.ca
396,Government,1423,Peru,http://www.canadaperu.org
397,Government,"222, 223","Québec, Gouvernement",http://www.mern.gouv.qc.ca
398,Government,752,"Red Lake, Municipality of",http://www.redlake.ca
399,Government,531,"Saskatchewan, Government of",http://www.saskatchewan.ca
400,Government,1343,"South Africa, Department of Mineral Resources",http://www.dmr.gov.za
401,Government,653,Sudbury (Greater Sudbury),http://www.investsudbury.ca
402,Government,7312N,Tanzania High Commission,http://www.tzrepottawa.ca
403,Government,946,"Thunder Bay, Mining in Northwestern Ontario",http://www.thunderbaycedc.ca
404,Government,6410N,Wabun Tribal Council,http://www.wabun.on.ca
405,Government,528,"Yukon, Government of",http://www.yukon.ca
406,Health Services,6207N,Cigna,http://www.cignaglobalhealth.com
407,Health Services,6406N,Methapharm Inc.,http://www.methapharm.com
408,Health Services,6423N,PLS Insoles Inc.,http://www.plsinsoles.ca
409,Health Services,429,Sirius Wilderness Medicine Inc.,http://www.siriusmed.com
410,Junior Exploration Company,7423N,Sixth Wave Innovations Inc.,http://www.sixthwave.com
411,Labs/Lab Suppliers & Analytics,123,Activation Laboratories Ltd. (Actlabs),http://www.actlabs.com
412,Labs/Lab Suppliers & Analytics,843,AGAT Laboratories Ltd.,http://www.agatlabs.com
413,Labs/Lab Suppliers & Analytics,1125,Agilent Technologies,http://www.agilent.com
414,Labs/Lab Suppliers & Analytics,125,ALS,http://www.alsglobal.com
415,Labs/Lab Suppliers & Analytics,816,Anachemia Science,http://ca.vwr.com
416,Labs/Lab Suppliers & Analytics,1138,Blue Coast Research,http://www.bluecoastresearch.ca
417,Labs/Lab Suppliers & Analytics,6416N,Bruker Nano Analytics,http://www.bruker.com/hmp
418,Labs/Lab Suppliers & Analytics,400,Bureau Veritas Commodities Canada Ltd.,http://www.bureauveritas.com/um
419,Labs/Lab Suppliers & Analytics,6131N,Chrysos Corporation Limited,http://www.chrysos.com.au
420,Labs/Lab Suppliers & Analytics,309,Corescan Pty Ltd.,http://www.corescan.com.au
421,Labs/Lab Suppliers & Analytics,6329N,ELEMISSION Inc.,http://www.elemission.ca
422,Labs/Lab Suppliers & Analytics,525,FLSmidth Ltd.,http://www.flsmidth.com
423,Labs/Lab Suppliers & Analytics,6725N,Hi Tech PMR,http://www.hitechpmr.com
424,Labs/Lab Suppliers & Analytics,1145,Independent Laboratory Supplies Pty Ltd.,http://www.indlabsupplies.com.au
425,Labs/Lab Suppliers & Analytics,7205N,Intertek,http://www.intertek.com
426,Labs/Lab Suppliers & Analytics,347,Klen International,http://www.klen.com.au
427,Labs/Lab Suppliers & Analytics,1006,MS Analytical,http://www.msalabs.com
428,Labs/Lab Suppliers & Analytics,404,OREAS,http://www.ore.com.au
429,Labs/Lab Suppliers & Analytics,910,Overburden Drilling Management Limited,http://www.odm.ca
430,Labs/Lab Suppliers & Analytics,1012,Romquest Technologies,http://www.romquest.com
431,Labs/Lab Suppliers & Analytics,431,RPC,http://www.rpc.ca
432,Labs/Lab Suppliers & Analytics,7213N,Scott Technology Ltd.,http://www.scottautomation.com
433,Labs/Lab Suppliers & Analytics,1010,"Sepor, Inc.",http://www.sepor.com
434,Labs/Lab Suppliers & Analytics,102,SGS ,http://www.sgs.com/mining
435,Labs/Lab Suppliers & Analytics,839,Skyline Assayers & Laboratories,http://www.skylinelabs.com
436,Labs/Lab Suppliers & Analytics,7029N,Small Modular Reactors & Mining,http://www.cnl.ca
437,Labs/Lab Suppliers & Analytics,6623N,Systems for Research Corp.,http://www.sfr.ca
438,Labs/Lab Suppliers & Analytics,500,TSL Laboratories Inc.,http://www.tsllabs.com
439,Law Firm,7526N,AFRI-SYNERGIES Ltd.,http://www.afrisynergies.com
440,Law Firm,951,BLP Law,http://www.blplaw.ca
441,Law Firm,7416N,White & Case LLP,http://www.whitecase.com
442,Other,1315,Alaska Structures,http://www.aks.com
443,Other,7022N,Almazgeobur LLC,http://www.almazgeobur.ru
444,Other,6630N,AMG Metals Inc.,http://www.amgmetals.com
445,Other,6518N,Armtec Inc.,http://www.armtec.com
446,Other,7534N,Avigilon Corporation,http://www.avigilon.com
447,Other,743,Axis Mining Technology Pty Ltd.,http://www.axisminetech.com
448,Other,6622N,Balsam Promotions,http://www.balsampromotions.com
449,Other,6110N,"Barnard Construction Company, Inc",http://www.barnard-inc.com
450,Other,7023N,Becker Mining Systems,http://www.becker-mining.com
451,Other,6528N,Belt Conveyor Guarding,http://www.conveyorguarding.com
452,Other,245,Bio-Mine Ltd.,http://www.biomine.ca
453,Other,7305N,Budget Demolition,http://www.budgetdemolition.ca
454,Other,6415N,Canadian Council for Aboriginal Business,http://www.ccab.com
455,Other,6325N,DigiGeoData Inc.,http://www.digigeodata.com
456,Other,1405,Dundee Sustainable Technologies Inc.,http://www.dundeetechnologies.com
457,Other,6224N,dynaCERT Inc.,http://www.dynacert.com
458,Other,6407N,E.S. Fox Limited,http://www.esfox.com
459,Other,1248,ECO Technologies,http://www.ecotec.ca
460,Other,6204N,EMS Bruel & Kjaer,http://www.emsbk.com
461,Other,7529N,eSupply Canada Ltd.,http://www.esupplycanada.ca
462,Other,331,Grenville Minerals,
463,Other,6427N,Hitec Power Protection Inc.,http://www.hitec-ups.com
464,Other,6504N,Horizon North Logistics Inc.,http://www.horizonnorth.ca
465,Other,1441,ICOM Canada,http://www.icomcanada.com
466,Other,944,Innu Development Limited Partnership,http://www.innudev.com
467,Other,7510N,International SOS,https://www.internationalsos.com
468,Other,649,Keller,http://www.kellerfoundations.ca
469,Other,7028N,Kitco Metals (Precious Metals Division),http://www.online.kitco.com
470,Other,1117,Kitikmeot Cementation Mining & Development Ltd.,http://www.kitikmeotcorp.ca
471,Other,6234N,Komplete Modular Solutions Ltd.,http://www.komplete.ca
472,Other,129,Langara Island Lodge,http://www.langara.com
473,Other,6524N,Legacy Building Solutions,http://www.legacybuildingsolutions.com
474,Other,6109N,Magnor,http://www.magnor.ca
475,Other,748,Matawa First Nations,http://www.matawa.on.ca
476,Other,1040,McCue Engineering Contractors,http://www.mccuecontracting.com
477,Other,1240,Mining and Process Solutions Pty Ltd.,http://www.mpsinnovation.com.au
478,Other,1443,Newterra Ltd.,http://www.newterra.com
479,Other,111,Norseman Structures,http://www.norsemanstructures.com
480,Other,6419N,Northern Mat & Bridge,http://www.northernmat.ca
481,Other,1115,Nuna Logistics Partnership,http://www.nunalogistics.com
482,Other,1114,Nunavut Tunngavik Incorporated,http://www.tunngavik.com
483,Other,510,PhotoSat Information Ltd.,http://www.photosat.ca
484,Other,7026N,Poly-Mor Canada Inc,http://www.poly-mor.ca
485,Other,6516N,"ROCKMORE International, Inc.",http://www.rockmore-intl.com
486,Other,509,"Russian Stone, The",http://www.therussianstone.com
487,Other,7415N,SafeBox,http://www.safeboxsystems.com
488,Other,6334N,Scott Steel Erectors Inc.,http://www.scottsteel.ca
489,Other,7418N,Society of Exploration Geophysicists (SEG),http://www.seg.org
490,Other,6430N,SPI Health and Safety,http://www.spi-s.com/en
491,Other,7431N,Stebbins Engineering,http://www.stebbinseng.com
492,Other,247,Stuart Olson,http://www.stuartolson.com
493,Other,6408N,Summit Camps,http://www.summitcamps.ca
494,Other,7512N,Technical Translation Services,http://www.techtranslation.com
495,Other,7535N,Terrafix Geosynthetics Inc.,http://www.terrafixgeo.com
496,Other,7227N,The Ivey Group,http://www.iveygroup.ca
497,Other,345,The West Coast Fishing Club,http://www.westcoastfishingclub.com
498,Other,7427N,Titan Environmental Containment,http://www.titanenviro.ca
499,Other,7207N,UL,http://www.ul.com
500,Other,7225N,"Valaurum, Inc.",http://www.valaurum.com
501,Other,704,Varco Pruden Buildings (VP Buildings),http://www.vp.com
502,Other,7531N,"VEGA Instruments, Canada Ltd.",http://www.vega.com
503,Other,236,Veolia Water Technologies,http://www.veoliawatertech.com
504,Other,301,VICTAULIC,http://www.victaulic.com
505,Remote Sensing/Mapping,1051,Agnav Inc.,http://www.agnav.com
506,Remote Sensing/Mapping,6125N,Applanix,http://www.applanix.com
507,Remote Sensing/Mapping,1013,CartoCanada Inc.,http://www.cartocanada.ca
508,Remote Sensing/Mapping,6735N,Challenger Geomatics Ltd.,http://www.challengergeomatics.com
509,Remote Sensing/Mapping,7326N,"Descartes Labs, Inc.",http://www.descarteslabs.com
510,Remote Sensing/Mapping,7219N,Exploration Mapping Group Inc.,http://www.explorationmapping.com
511,Remote Sensing/Mapping,7419N,Exyn Technologies,http://www.exyn.com
512,Remote Sensing/Mapping,7417N,GeoCue Group Inc.,http://www.geocue.com
513,Remote Sensing/Mapping,607,Geosense,http://www.geosense.nl
514,Remote Sensing/Mapping,7304N,HySpex,http://www.hyspex.com
515,Remote Sensing/Mapping,6722N,HyVista Corporation Pty Ltd.,http://www.hyvista.com
516,Remote Sensing/Mapping,6827N,ITRES Research Limited,http://www.itres.com
517,Remote Sensing/Mapping,1204,Japosat Satellite Mapping,http://www.japosat.com
518,Remote Sensing/Mapping,241,LiDAR Services International Inc.,http://www.lidarservices.ca
519,Remote Sensing/Mapping,939,Malvern Panalytical Inc.,http://www.malvernpanalytical.com
520,Remote Sensing/Mapping,625,McElhanney Ltd.,http://www.mcelhanney.com
521,Remote Sensing/Mapping,614,Pacific Geomatics Ltd.,http://www.pacgeo.com
522,Remote Sensing/Mapping,7425N,Skycatch Inc.,http://www.skycatch.com
523,Remote Sensing/Mapping,341,Southern Mapping Company,http://www.southernmapping.com
524,Remote Sensing/Mapping,1017,"SpecTIR, LLC",http://www.spectir.com
525,Remote Sensing/Mapping,6927N,Taiga Robotics,http://www.taigarobotics.com
526,Research Organization,709,COREM,http://www.corem.qc.ca
527,Research Organization,6534N,"Courage Services, Inc.",http://www.courageservices.com
528,Research Organization,408,CSIRO Mineral Resources,http://www.csiro.au/en/research/mrf
529,Research Organization,6301N,Helmholtz Institute Freiberg for Resource Technology,http://www.hzdr.de/hif
530,Research Organization,1052,Kemetco Research Inc.,http://www.kemetco.com
531,Research Organization,311,Mineral Exploration Cooperative Research Centre,http://www.minexcrc.com.au
532,Research Organization,1031,Russian Federation - Rosnedra,http://www.vims-geo.ru
533,Research Organization,436,University of British Columbia,http://www.mdru.ubc.ca
534,Research Organization,251,Verisk Maplecroft,https://maplecroft.com
535,Satellite Communications,6404N,Coast Mountain Wireless Communications Ltd.,http://www.cmwireless.ca
536,Satellite Communications,150,Galaxy Broadband Communications Inc.,http://www.galaxybroadband.ca
537,Satellite Communications,6308N,Globalstar Canada Satellite Co.,http://www.globalstar.com/en-ca
538,Satellite Communications,130,Infosat Communications LP,http://www.infosat.com
539,Satellite Communications,602,ITC Global,http://www.itcglobal.com
540,Satellite Communications,109,Network Innovations Inc.,http://www.networkinv.com
541,Satellite Communications,343,Roadpost,http://www.roadpost.com
542,Software Company,6727N,Aarhus GeoSoftware,http://www.aarhusgeosoftware.dk
543,Software Company,823,acQuire Technology Solutions Pty Ltd.,http://www.acquire.com.au
544,Software Company,7329N,Alastri,http://www.alastri.com
545,Software Company,711,AssayNet Canada Inc.,http://www.assaynet.com
546,Software Company,6417N,Beyond Limits,http://www.beyond.ai
547,Software Company,443,Boréalis,http://www.boreal-is.com
548,Software Company,453,Caron Business Solutions Inc.,http://www.caronminingsolutions.com
549,Software Company,1203,Centric Mining Systems,http://www.centricminingsystems.com
550,Software Company,146,Datamine Software Canada,http://www.dataminesoftware.com
551,Software Company,6502N,Deswik,http://www.deswik.com
552,Software Company,7324N,DroneDeploy,http://www.dronedeploy.com
553,Software Company,6208N,Enersoft,http://www.enersoft.ca
554,Software Company,701,Esri Canada,http://www.esri.ca
555,Software Company,6311N,GEOREKA Software,http://www.georeka.com
556,Software Company,124,Géotic Inc.,http://www.geotic.ca
557,Software Company,1330,Geovariances,http://www.geovariances.com/en
558,Software Company,1224,Hexagon Mining,http://www.hexagonmining.com
559,Software Company,6412N,Imago Inc.,http://www.imago.live
560,Software Company,7229N,Jambo,http://www.jambo.cloud
561,Software Company,6425N,Krux Analytics,http://www.kruxanalytics.com
562,Software Company,1039,Maptek,http://www.maptek.com
563,Software Company,603,MICROMINE,http://www.micromine.com
564,Software Company,601,Minerva Intelligence Inc.,http://www.minervaintelligence.com
565,Software Company,814,Mira Geoscience Ltd.,http://www.mirageoscience.com
566,Software Company,606,Promine,http://www.promine.com
567,Software Company,"350, 931",Seequent,http://www.seequent.com
568,Software Company,612,ThreeDify Inc.,http://www.threedify.com
569,Software Company,243,Trimble,http://landadmin.trimble.com
570,Software Company,6429N,Trueminer Software Inc.,http://www.trueminer.com
571,University/College,1230,"Laurentian University, Harquail School of Earth Sciences ",http://www.hes.laurentian.ca
572,University/College,6111N,Manitoba Geoscience Education,http://www.miningacademy.ca
573,University/College,1046,"Queen's University, Department of Geology",http://www.queensu.ca/geol
574,University/College,7310N,Schulich Executive Education Centre (SEEC),http://www.seec.schulich.yorku.ca
575,University/College,1339,Université de Lorraine,http://www.univ-lorraine.fr
576,University/College,120,University of Toronto,http://www.es.utoronto.ca
577,University/College,945,"University of Waterloo, Department of Earth and Environmental Sciences",https://www.uwaterloo.ca/earth-environmental-sciences
