add,city,country,exchange,geometry,name,region,state,stock,symbol,website
,,,,,Pilot Diamond Tools,,,,,http://www.pilotdiamondtools.ca
,,,,,Pioneer Aerial Surveys Inc.,,,,,http://www.pioneeraerialsurveys.com
,,,,,Piteau Associates Engineering Ltd.,,,,,http://www.piteau.com
,,,,,PKL Group (UK) Ltd,,,,,http://www.pkl.co.uk
,,,,,PLS Insoles Inc.,,,,,http://www.plsinsoles.ca
,,,,,Poly-Mor Canada Inc,,,,,http://www.poly-mor.ca
,,,,,PowerTraxx Vehicles Inc.,,,,,http://www.powertraxx.com
,,,,,Pozitif Drilling Canada Ltd.,,,,,http://www.pozitifdrilling.com
,,,,,Precision GeoSurveys Inc.,,,,,http://www.precisiongeosurveys.com
,,,,,Priority Drilling Ltd.,,,,,http://www.prioritydrilling.ie
,,,,,Professional Geoscientists Ontario (PGO),,,,,http://www.pgo.ca
,,,,,Prolenc Mfg Inc,,,,,http://www.prolenc.com
,,,,,Promer Consultancy Engineering Inc.,,,,,http://www.promerengineering.com.tr
,,,,,Promine,,,,,http://www.promine.com
,,,,,PumpEng,,,,,http://www.jetguard.com.au
,,,,,"Qingdao Fambition Heavy Machinery Co.,Ltd",,,,,http://www.bjscreens.com
,,,,,Quantec Geoscience,,,,,http://www.quantecgeoscience.com
,,,,,Quarry and Mining Equipment Ltd.,,,,,http://www.qme.ie
,,,,,"Québec, Gouvernement",,,,,http://www.mern.gouv.qc.ca
,,,,,"Queen's University, Department of Geology",,,,,http://www.queensu.ca/geol
,,,,,Queensland Government (Australia Minerals),,,,,http://www.australiaminerals.gov.au
,,,,,R.T. Boyd Limited,,,,,http://www.rtboydlimited.com
,,,,,Radiation Solutions Inc.,,,,,http://www.radiationsolutions.ca
,,,,,RBL-REI,,,,,http://www.rblrei-france.com
,,,,,RDH Mining Equipment,,,,,http://www.rdhscharf.com
,,,,,"Red Lake, Municipality of",,,,,http://www.redlake.ca
,,,,,Reflex Instruments N.A.,,,,,http://www.reflexnow.com
,,,,,Risk Assistance Group,,,,,http://www.riskassistancegroup.com
,,,,,RMS Instruments,,,,,http://www.rmsinst.com
,,,,,RNP MEXICO,,,,,http://www.rnpsa.com
,,,,,Roadpost,,,,,http://www.roadpost.com
,,,,,"Robertson Geologging USA, Inc.",,,,,http://www.robertson-geo.com
,,,,,"ROCKMORE International, Inc.",,,,,http://www.rockmore-intl.com
,,,,,ROCK-TECH,,,,,http://www.rock-tech.com
,,,,,Romquest Technologies,,,,,http://www.romquest.com
,,,,,Roscoe Postle Associates Inc.,,,,,http://www.rpacan.com
,,,,,RPC,,,,,http://www.rpc.ca
,,,,,RPMGlobal Canada Ltd.,,,,,http://www.rpmglobal.com
,,,,,Russian Federation - Rosnedra,,,,,http://www.vims-geo.ru
,,,,,"Russian Stone, The",,,,,http://www.therussianstone.com
,,,,,RWDI,,,,,http://www.rwdi.com
,,,,,S&P Global Market Intelligence,,,,,http://www.marketintelligence.spglobal.com
,,,,,SafeBox,,,,,http://www.safeboxsystems.com
,,,,,SafeSight Exploration Inc.,,,,,http://www.safesightxp.com
,,,,,Sander Geophysics,,,,,http://www.sgl.com
,,,,,Sandvik Mining,,,,,http://www.sandvik.com
,,,,,Saskatchewan Trade and Export Partnership,,,,,http://www.sasktrade.com
,,,,,"Saskatchewan, Government of",,,,,http://www.saskatchewan.ca
,,,,,SAXUM Engineered Solutions,,,,,http://www.saxum.us
,,,,,"Schramm, Inc.",,,,,http://www.schramminc.com
,,,,,Schulich Executive Education Centre (SEEC),,,,,http://www.seec.schulich.yorku.ca
,,,,,"SciAps, Inc.",,,,,http://www.sciaps.com
,,,,,Scintrex,,,,,http://www.scintrexltd.com
,,,,,Scott Hogg & Associates Ltd.,,,,,http://www.shageophysics.com
,,,,,Scott Steel Erectors Inc.,,,,,http://www.scottsteel.ca
,,,,,Scott Technology Ltd.,,,,,http://www.scottautomation.com
,,,,,SCR Mining and Tunnelling L.P.,,,,,http://www.scrmines.com
,,,,,Seequent,,,,,http://www.seequent.com
,,,,,SEI Industries Ltd.,,,,,http://www.sei-ind.com
,,,,,Semm Logging,,,,,http://www.semmlogging.com
,,,,,"Sepor, Inc.",,,,,http://www.sepor.com
,,,,,Sepro Systems,,,,,http://www.seprosystems.com
,,,,,SGS,,,,,http://www.sgs.com/mining
,,,,,Sigfusson Northern Ltd.,,,,,http://www.sigfusson.ca
,,,,,Silicon Sensing Systems,,,,,http://www.sssj.co.jp
,,,,,Simcoe Geoscience Limited,,,,,http://www.simcoegeoscience.com
,,,,,SimWell,,,,,http://www.simwell.ca
,,,,,Sirius Wilderness Medicine Inc.,,,,,http://www.siriusmed.com
,,,,,Sisprobe,,,,,http://www.sisprobe.com
,,,,,Sixth Wave Innovations Inc.,,,,,http://www.sixthwave.com
,,,,,Skycatch Inc.,,,,,http://www.skycatch.com
,,,,,Skyline Assayers & Laboratories,,,,,http://www.skylinelabs.com
,,,,,SkyTEM Canada Inc.,,,,,http://www.skytem.com
,,,,,Small Modular Reactors & Mining,,,,,http://www.cnl.ca
,,,,,"SmithCo Mfg, Inc",,,,,http://www.sidedump.com
,,,,,SNF Canada,,,,,http://www.snfcanada.com
,,,,,"Society for Mining, Metallurgy & Exploration (SME) Inc.",,,,,http://www.smenet.org
,,,,,Society of Economic Geologists,,,,,http://www.segweb.org
,,,,,Society of Exploration Geophysicists (SEG),,,,,http://www.seg.org
,,,,,SODERN,,,,,http://www.sodern.com
,,,,,Softsquare Solutions Inc,,,,,http://www.softsquare.biz
,,,,,SolidCAD,,,,,http://www.solidcad.ca
,,,,,Son-Mak,,,,,http://www.son-mak.com.tr
,,,,,"South Africa, Department of Mineral Resources",,,,,http://www.dmr.gov.za
,,,,,"South Australia, Government of (Australia Minerals)",,,,,http://www.australiaminerals.gov.au
,,,,,Southern Geoscience Consultants Pty Ltd,,,,,http://www.sgc.com.au
,,,,,Southern Mapping Company,,,,,http://www.southernmapping.com
,,,,,"SpecTIR, LLC",,,,,http://www.spectir.com
,,,,,Spectral Evolution,,,,,http://www.spectralevolution.com
,,,,,Spektra Drilling,,,,,http://www.spektra.com.tr
,,,,,SPI Health and Safety,,,,,http://www.spi-s.com/en
,,,,,SRK Consulting Canada Inc.,,,,,http://www.srk.com
,,,,,Stantec,,,,,http://spotlight.stantec.com
,,,,,STAR Alliance,,,,,http://www.staralliance.com
,,,,,Star Trace Private Ltd.,,,,,http://www.startraceltd.com
,,,,,Stebbins Engineering,,,,,http://www.stebbinseng.com
,,,,,Stockholm Precision Tools AB,,,,,http://www.sptab.com
,,,,,Story Environmental Inc.,,,,,http://www.storyenvironmental.com
,,,,,Stratus Aeronautics Inc.,,,,,http://www.stratusaeronautics.com
,,,,,Stuart Olson,,,,,http://www.stuartolson.com
,,,,,Sudbury (Greater Sudbury),,,,,http://www.investsudbury.ca
,,,,,Summit Camps,,,,,http://www.summitcamps.ca
,,,,,Summit Helicopters,,,,,http://www.summithelicopters.ca
,,,,,SUNDRIL,,,,,http://www.sundril.com
,,,,,SurveyTECH Instruments,,,,,http://www.surveytechinstruments.com
,,,,,"Sweden, Geological Survey of",,,,,http://www.sgu.se
,,,,,Swick Drilling North America,,,,,http://www.swickmining.com
,,,,,Systems for Research Corp.,,,,,http://www.sfr.ca
,,,,,Taiga Robotics,,,,,http://www.taigarobotics.com
,,,,,Tanzania High Commission,,,,,http://www.tzrepottawa.ca
,,,,,Team Drilling LP,,,,,http://www.teamdrilling.com
,,,,,Techking Tires Limited,,,,,http://www.techking.com
,,,,,Technical Translation Services,,,,,http://www.techtranslation.com
,,,,,Technidrill,,,,,http://www.technidrill.com
,,,,,Tema Isenmann Inc.,,,,,http://www.temaisenmann.com
,,,,,TerraCore,,,,,http://www.terracoregeo.com
,,,,,Terrafix Geosynthetics Inc.,,,,,http://www.terrafixgeo.com
,,,,,Terrane Geoscience Inc.,,,,,http://www.terranegeoscience.com
,,,,,Terraplus Inc.,,,,,http://www.terraplus.ca
,,,,,Terraquest Ltd.,,,,,http://www.terraquest.ca
,,,,,Tetra Tech,,,,,http://www.tetratech.com
,,,,,TFG Global Insurance Solutions Ltd.,,,,,http://www.tfgglobal.com
,,,,,The Claim Group Inc.,,,,,http://www.theclaimgroup.com
,,,,,The Ivey Group,,,,,http://www.iveygroup.ca
,,,,,The Thyssen Mining Group of Companies,,,,,http://www.thyssenmining.com
,,,,,The West Coast Fishing Club,,,,,http://www.westcoastfishingclub.com
,,,,,Thermo Fisher Scientific,,,,,http://www.thermofisher.com
,,,,,Thomas O'Neill & Associates Inc.,,,,,http://www.oneill-inc.com
,,,,,Thor Global Enterprises Ltd.,,,,,http://www.thorglobal.ca
,,,,,ThreeDify Inc.,,,,,http://www.threedify.com
,,,,,"Thunder Bay, Mining in Northwestern Ontario",,,,,http://www.thunderbaycedc.ca
,,,,,Tioga Air Heaters,,,,,http://www.tiogaairheaters.com
,,,,,Titan Environmental Containment,,,,,http://www.titanenviro.ca
,,,,,TransPerfect Translations,,,,,http://www.transperfect.com
,,,,,Tretan Inc.,,,,,http://www.tretan.com
,,,,,Trimble,,,,,http://landadmin.trimble.com
,,,,,Trueminer Software Inc.,,,,,http://www.trueminer.com
,,,,,TSL Laboratories Inc.,,,,,http://www.tsllabs.com
,,,,,Tulloch Engineering,,,,,http://www.tulloch.ca
,,,,,U.S. Geological Survey,,,,,http://www.minerals.usgs.gov
,,,,,UL,,,,,http://www.ul.com
,,,,,Universal Helicopters,,,,,http://www.uhgroup.ca
,,,,,Université de Lorraine,,,,,http://www.univ-lorraine.fr
,,,,,University of British Columbia,,,,,http://www.mdru.ubc.ca
,,,,,University of Toronto,,,,,http://www.es.utoronto.ca
,,,,,"University of Waterloo, Department of Earth and Environmental Sciences",,,,,https://www.uwaterloo.ca/earth-environmental-sciences
,,,,,UpDeep Project,,,,,http://newprojects.gtk.fi/updeep
,,,,,"Valaurum, Inc.",,,,,http://www.valaurum.com
,,,,,Vancon Core Saw Inc.,,,,,http://www.vanconcoresaw.com
,,,,,Varco Pruden Buildings (VP Buildings),,,,,http://www.vp.com
,,,,,"VEGA Instruments, Canada Ltd.",,,,,http://www.vega.com
,,,,,Vektore Exploration Consulting Corporation,,,,,http://www.vektore.com
,,,,,Veolia Water Technologies,,,,,http://www.veoliawatertech.com
,,,,,Verisk Maplecroft,,,,,https://www.maplecroft.com
,,,,,VersaDrill Canada,,,,,http://www.versadrillcanada.com
,,,,,VICTAULIC,,,,,http://www.victaulic.com
,,,,,Voyages Lindberg Inc.,,,,,http://www.voyageslindberg.com
,,,,,Wabun Tribal Council,,,,,http://www.wabun.on.ca
,,,,,Wajax,,,,,http://www.wajax.com
,,,,,"Walden Group, The",,,,,http://www.waldengroup.ca
,,,,,"Watts, Griffis and McOuat Limited",,,,,http://www.wgm.ca
,,,,,Weatherhaven,,,,,http://www.weatherhaven.com
,,,,,West End Radiators,,,,,http://www.westendrad.ca
,,,,,"Western Australia, Department of Mines, Industry Regulation and Safety (Australia Minerals)",,,,,http://www.australiaminerals.gov.au
,,,,,Westpro Machinery Inc.,,,,,http://www.westpromachinery.com
,,,,,White & Case LLP,,,,,http://www.whitecase.com
,,,,,Wink Vibracore Drill Company Ltd.,,,,,http://www.vibracorer.com
,,,,,Wireline Services Group,,,,,http://www.wirelineservices.com.au
,,,,,Wood,,,,,http://www.woodplc.com
,,,,,Workplace Safety North,,,,,http://www.workplacesafetynorth.ca
,,,,,WSP Canada Inc.,,,,,http://www.wsp.com
,,,,,Xcalibur Airborne Geophysics,,,,,http://www.groupxcalibur.com
,,,,,Xploration Services Greenland A/S,,,,,http://www.xplorationservices.com
,,,,,XPS,,,,,http://www.xps.ca
,,,,,Yesti Insaat ve Tic. Ltd. Sti.,,,,,http://www.yestigroup.com
,,,,,Yukon Chamber of Mines,,,,,http://www.yukonminers.org
,,,,,"Yukon, Government of",,,,,http://www.yukon.ca
,,,,,Zonge International Inc.,,,,,http://www.zonge.com
